Region,Division,District,BEIS School ID,School Name,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD ABM Male,G11 ACAD ABM Female,G11 ACAD HUMSS Male,G11 ACAD HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD ABM Male,G12 ACAD ABM Female,G12 ACAD HUMSS Male,G12 ACAD HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region I,Ilocos Norte,Bangui,100048,Baruyen Elementary School,ILOCOS NORTE,BANGUI,1st District,BARUYEN,Public,DepED Managed,School with no Annexes,Purely ES,6,21,37,32,6,2,29,40,20,38,15,31,29,36,43,49,21,35,22,45,44,42,12,3,46,5,34,42,1,11,12,7,50,16,27,8,37,22,4,21,45,2,9,49,37,38,46,27,48,38,14,5,23,11,13,47,50,4
Region I,Ilocos Norte,Bangui,100049,Dadaor Elementary School,ILOCOS NORTE,BANGUI,1st District,DADAOR,Public,DepED Managed,School with no Annexes,Purely ES,30,32,20,47,10,19,6,29,32,17,1,25,13,12,50,22,28,44,14,24,33,8,3,19,8,2,7,15,19,46,8,4,12,16,39,31,37,9,15,2,4,39,33,37,26,21,8,12,26,35,48,23,16,46,37,34,31,42
Region I,Ilocos Norte,Bangui,100050,Dumalneg Elementary School,ILOCOS NORTE,DUMALNEG,1st District,KALAW (DUMALNEG),Public,DepED Managed,School with no Annexes,Purely ES,7,26,20,36,36,33,17,23,11,3,7,6,32,17,25,9,4,8,49,23,39,5,39,23,44,6,2,46,15,23,35,36,10,35,11,46,43,11,11,7,10,29,33,3,23,46,47,40,15,33,7,21,20,7,47,30,37,10
Region I,Ilocos Norte,Bangui,100051,Lanao Elementary School,ILOCOS NORTE,BANGUI,1st District,LANAO,Public,DepED Managed,School with no Annexes,Purely ES,6,11,44,15,3,44,48,1,10,5,1,21,46,29,4,16,37,15,16,13,8,19,16,34,27,48,28,30,44,21,39,3,11,31,28,46,37,46,44,36,11,11,50,38,38,1,29,29,26,3,7,25,21,42,16,39,25,38
Region I,Ilocos Norte,Bangui,100052,Masikil Elementary School,ILOCOS NORTE,BANGUI,1st District,MASIKIL,Public,DepED Managed,School with no Annexes,Purely ES,22,39,40,46,6,11,25,29,28,19,7,3,20,50,24,46,14,9,6,39,19,38,14,40,28,20,47,11,35,24,14,22,39,41,50,30,32,37,40,17,37,35,21,42,15,11,9,3,19,23,23,3,36,21,10,16,9,11
Region I,Ilocos Norte,Bangui,100053,Nagbalagan Elementary School,ILOCOS NORTE,BANGUI,1st District,NAGBALAGAN,Public,DepED Managed,School with no Annexes,Purely ES,28,1,33,25,34,2,45,41,33,19,29,17,43,49,18,40,46,36,28,44,45,24,6,10,43,25,6,19,45,35,48,37,49,20,10,37,23,46,41,27,8,1,42,30,23,24,33,22,50,27,37,13,29,10,4,22,37,39
Region I,Ilocos Norte,Bangui,100054,Paddagan Elementary School,ILOCOS NORTE,BANGUI,1st District,PAYAC,Public,DepED Managed,School with no Annexes,Purely ES,21,43,13,38,27,37,18,48,13,16,28,32,36,33,23,30,5,38,9,21,33,41,29,50,14,27,2,9,11,32,18,30,15,49,50,48,25,28,25,19,8,15,6,47,18,16,50,20,18,42,7,48,30,47,36,41,37,25
Region I,Ilocos Norte,Bangui,100055,San Isidro Elementary School,ILOCOS NORTE,DUMALNEG,1st District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely ES,37,17,46,45,34,36,28,26,32,7,26,7,41,23,39,12,18,9,45,21,22,15,22,2,48,22,50,43,43,30,36,50,18,35,34,28,41,27,19,5,33,29,38,11,17,46,6,49,35,20,34,39,22,6,32,38,37,14
Region I,Ilocos Norte,Bangui,100056,Suyo Elementary School,ILOCOS NORTE,BANGUI,1st District,BARUYEN,Public,DepED Managed,School with no Annexes,Purely ES,45,18,18,38,41,23,34,36,39,33,37,30,36,14,9,33,48,25,38,22,48,11,23,19,28,45,31,40,35,31,27,32,42,47,42,32,6,18,39,39,41,9,10,25,44,1,31,15,4,3,46,45,41,5,2,9,50,39
Region I,Ilocos Norte,Bangui,100057,Taguipuro Elementary School,ILOCOS NORTE,BANGUI,1st District,TAGUIPORO,Public,DepED Managed,School with no Annexes,Purely ES,1,34,39,24,50,19,40,6,6,14,43,31,41,37,30,43,42,7,2,20,25,35,42,7,30,10,29,7,49,6,27,19,31,10,23,49,49,30,24,47,42,2,20,40,48,20,35,50,45,19,48,7,48,19,35,12,14,50
Region I,Ilocos Norte,Bangui,300003,Bangui NHS,ILOCOS NORTE,BANGUI,1st District,SAN LORENZO (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,35,28,17,46,16,12,50,21,11,18,30,40,3,47,9,26,37,13,5,50,46,48,19,33,7,17,18,10,19,25,24,14,11,45,21,38,31,47,49,10,42,10,3,36,35,10,10,44,40,29,31,1,6,1,42,20,14,31
Region I,Ilocos Norte,Bangui,300017,Dumalneg NHS,ILOCOS NORTE,DUMALNEG,1st District,QUIBEL (DUMALNEG),Public,DepED Managed,School with no Annexes,JHS with SHS,24,5,7,15,2,2,35,4,27,17,6,22,48,45,7,44,50,49,34,12,31,30,38,45,40,4,30,11,26,8,14,17,45,2,34,29,40,21,32,27,6,12,31,38,38,3,41,37,29,21,3,32,13,19,42,32,39,5
Region I,Ilocos Norte,Bangui,320801,BANBAN NHS,ILOCOS NORTE,BANGUI,1st District,BANBAN,Public,DepED Managed,School with no Annexes,JHS with SHS,7,28,32,38,37,14,49,6,44,23,7,29,7,24,20,43,41,17,37,24,8,18,10,42,20,44,34,3,43,16,42,46,24,36,26,10,28,44,5,4,9,6,7,24,4,27,45,22,9,23,23,16,38,4,14,27,10,12
Region I,Ilocos Norte,Bangui,320802,LANAO NATIONAL HIGH SCHOOL,ILOCOS NORTE,BANGUI,1st District,LANAO,Public,DepED Managed,School with no Annexes,JHS with SHS,35,22,27,24,28,39,21,7,9,27,39,32,11,19,32,46,23,14,43,13,14,19,16,3,33,32,10,50,1,14,2,29,9,37,35,39,27,25,49,42,17,14,2,38,4,17,44,31,29,9,19,40,33,47,10,35,8,1
Region I,Ilocos Norte,Bangui,400006,"St. Lawrence the Deacon Academy of Bangui, Ilocos Norte, Inc.",ILOCOS NORTE,BANGUI,1st District,SAN LORENZO (POB.),Private,Sectarian ,School with no Annexes,JHS with SHS,9,20,24,9,6,19,13,7,44,44,22,33,9,46,33,39,19,13,21,26,8,39,32,31,8,37,15,26,8,39,20,22,46,16,7,8,46,47,5,31,19,14,36,14,29,1,37,3,5,4,40,28,37,23,43,4,14,1
Region I,Ilocos Norte,Banna (Espiritu),100058,Bangsar Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BANGSAR,Public,DepED Managed,School with no Annexes,Purely ES,8,4,38,30,28,15,17,24,25,8,40,1,26,27,5,19,40,24,15,11,47,15,23,38,5,46,33,24,45,30,10,47,5,44,1,38,12,28,20,26,1,38,40,4,44,26,42,24,40,33,33,20,50,43,8,18,49,29
Region I,Ilocos Norte,Banna (Espiritu),100059,Banna Central Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,MARCOS (POB.),Public,DepED Managed,School with no Annexes,Purely ES,16,29,20,27,49,45,7,3,21,50,21,12,19,10,9,12,41,33,9,20,11,7,20,44,44,19,46,10,42,24,10,26,50,41,14,11,7,46,43,40,25,38,41,19,50,7,38,43,30,11,43,1,28,38,25,35,9,19
Region I,Ilocos Norte,Banna (Espiritu),100060,Barbarangay Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BARBARANGAY,Public,DepED Managed,School with no Annexes,Purely ES,50,4,47,26,32,48,34,21,49,6,43,28,14,31,37,11,11,32,34,42,39,28,49,36,39,50,5,49,28,36,26,47,47,27,35,10,38,19,9,36,47,8,11,21,22,18,21,10,19,17,29,23,33,38,35,9,46,41
Region I,Ilocos Norte,Banna (Espiritu),100061,Bomitog Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BOMITOG,Public,DepED Managed,School with no Annexes,Purely ES,19,27,47,37,45,15,47,6,1,21,18,50,5,15,38,38,6,13,30,42,6,37,36,1,23,31,48,24,34,49,18,25,44,21,11,50,31,19,50,48,38,33,27,34,12,14,42,48,28,25,29,39,30,30,2,6,34,14
Region I,Ilocos Norte,Banna (Espiritu),100062,Bugasi Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BUGASI,Public,DepED Managed,School with no Annexes,Purely ES,24,5,21,32,41,3,29,38,23,45,28,36,20,7,15,24,18,50,2,37,42,23,16,30,23,29,13,37,6,45,34,11,34,22,26,12,19,10,7,16,27,31,45,47,10,16,38,10,7,31,12,32,41,41,17,11,49,31
Region I,Ilocos Norte,Banna (Espiritu),100063,Caestebanan Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CAESTEBANAN,Public,DepED Managed,School with no Annexes,Purely ES,38,24,43,48,48,21,1,6,22,27,11,23,13,21,4,4,37,1,6,29,9,49,36,44,31,18,15,45,13,16,9,7,48,37,2,30,20,48,48,5,37,23,25,39,46,8,36,48,34,12,7,33,37,40,1,34,10,24
Region I,Ilocos Norte,Banna (Espiritu),100064,Caribquib Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CARIBQUIB,Public,DepED Managed,School with no Annexes,Purely ES,19,30,39,17,39,9,34,1,34,17,2,38,15,9,28,19,18,44,3,11,26,7,18,8,16,40,19,19,3,18,32,17,39,35,18,29,34,4,26,37,20,16,24,25,13,1,8,4,21,37,28,20,42,3,4,16,25,33
Region I,Ilocos Norte,Banna (Espiritu),100065,Catagtaguen Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CATAGTAGUEN,Public,DepED Managed,School with no Annexes,Purely ES,38,44,48,50,7,13,24,50,36,47,32,27,7,11,11,15,27,16,25,41,38,29,32,9,7,2,6,20,14,10,47,50,50,4,45,23,8,40,15,9,34,20,46,15,32,30,50,26,18,18,26,38,31,12,25,9,1,6
Region I,Ilocos Norte,Banna (Espiritu),100066,Crispina Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CRISPINA,Public,DepED Managed,School with no Annexes,Purely ES,29,19,2,15,49,26,49,37,5,38,8,33,31,20,35,37,7,43,4,38,45,50,39,47,12,4,11,38,10,41,9,1,28,9,17,23,23,31,9,5,1,26,26,10,19,5,49,36,17,50,19,21,12,36,47,15,33,1
Region I,Ilocos Norte,Banna (Espiritu),100067,Imelda Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,IMELDA,Public,DepED Managed,School with no Annexes,Purely ES,35,46,2,43,16,29,47,48,38,13,6,20,44,8,39,11,46,13,50,38,16,18,9,49,36,17,23,26,29,3,34,31,30,18,32,45,26,22,31,3,37,23,6,40,8,15,10,2,14,13,15,12,2,33,3,6,9,1
Region I,Ilocos Norte,Banna (Espiritu),100068,Lading Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BALIOEG,Public,DepED Managed,School with no Annexes,Purely ES,2,23,5,9,49,27,44,13,26,22,9,19,30,30,11,31,9,42,24,40,34,6,19,4,35,42,49,11,10,2,40,21,27,22,35,44,31,13,16,2,6,46,19,3,41,47,46,6,49,5,37,31,10,21,39,30,5,48
Region I,Ilocos Norte,Banna (Espiritu),100069,Macayepyep Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,MACAYEPYEP,Public,DepED Managed,School with no Annexes,Purely ES,5,16,33,40,18,39,23,42,22,8,19,23,35,11,45,45,20,18,18,50,42,12,35,7,1,20,32,22,29,27,25,5,38,7,12,49,46,38,33,29,45,46,45,7,29,45,9,42,17,28,10,19,35,21,27,2,36,48
Region I,Ilocos Norte,Banna (Espiritu),100070,Nagpatayan Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,NAGPATAYAN,Public,DepED Managed,School with no Annexes,Purely ES,21,42,42,45,24,20,32,47,34,5,38,28,9,28,11,23,9,8,35,30,14,15,31,41,27,1,30,17,15,3,15,45,6,16,5,22,32,46,35,8,15,35,43,8,50,8,11,5,23,29,50,9,48,9,49,3,10,45
Region I,Ilocos Norte,Banna (Espiritu),100071,Quiaoit Memorial Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BINACAG,Public,DepED Managed,School with no Annexes,Purely ES,34,40,7,16,3,37,28,10,41,39,44,28,13,8,1,15,18,3,39,3,29,29,26,39,46,38,14,40,27,26,10,4,27,49,10,24,38,47,12,47,50,34,12,23,44,30,3,7,32,41,41,15,30,13,36,23,35,40
Region I,Ilocos Norte,Banna (Espiritu),100072,Sinamar Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,SINAMAR,Public,DepED Managed,School with no Annexes,Purely ES,50,23,8,20,24,26,35,23,31,20,23,12,29,25,47,26,5,3,7,44,13,40,49,50,43,13,49,41,33,32,11,3,40,31,10,35,47,9,50,9,35,17,32,44,5,16,15,9,7,40,27,7,31,33,1,15,25,12
Region I,Ilocos Norte,Banna (Espiritu),100073,Tabtabagan Elementary School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,TABTABAGAN,Public,DepED Managed,School with no Annexes,Purely ES,44,41,40,47,47,16,13,40,12,40,40,19,18,26,13,13,4,29,49,46,32,47,25,37,48,40,28,16,49,23,10,50,41,2,38,31,47,11,48,35,35,21,32,9,2,42,9,20,29,25,19,43,22,28,37,33,23,27
Region I,Ilocos Norte,Banna (Espiritu),100074,VALDEZ ELEMENTARY SCHOOL,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,VALDEZ,Public,DepED Managed,School with no Annexes,Purely ES,27,44,17,35,4,39,21,50,10,47,16,12,17,12,42,12,50,24,28,10,29,2,45,24,48,44,35,36,1,9,10,36,47,36,7,26,19,36,11,26,32,29,25,19,36,33,12,47,28,32,2,6,37,7,15,30,11,8
Region I,Ilocos Norte,Banna (Espiritu),300004,Banna National High School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,LORENZO (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,18,38,37,19,40,4,24,45,47,10,50,44,32,43,43,18,5,2,21,19,33,11,29,36,21,20,35,22,38,29,48,46,28,9,13,47,2,48,20,16,36,47,17,41,1,34,9,49,47,28,12,5,17,46,14,12,32,41
Region I,Ilocos Norte,Banna (Espiritu),300008,Caestebanan NHS,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,SINAMAR,Public,DepED Managed,School with no Annexes,JHS with SHS,40,47,19,1,34,4,36,43,21,44,37,18,27,29,6,7,12,1,32,37,1,28,44,7,19,33,1,45,48,8,39,42,36,14,19,40,16,43,9,37,31,19,27,40,12,45,11,11,20,11,13,24,22,16,2,22,41,1
Region I,Ilocos Norte,Banna (Espiritu),300010,Caribquib NHS,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CARIBQUIB,Public,DepED Managed,School with no Annexes,JHS with SHS,18,9,29,30,45,6,47,11,47,26,42,34,45,32,3,38,16,45,33,19,15,17,26,43,14,9,38,30,42,20,43,2,38,27,7,30,30,37,1,48,39,9,44,42,47,34,34,43,4,31,39,9,46,32,12,34,24,23
Region I,Ilocos Norte,Banna (Espiritu),300011,Catagtaguen National High School,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CATAGTAGUEN,Public,DepED Managed,School with no Annexes,JHS with SHS,36,14,8,20,26,32,32,12,6,20,38,35,19,14,47,35,18,23,48,41,33,26,11,14,47,49,9,29,11,8,27,23,34,8,44,33,2,26,44,19,27,41,27,12,33,8,45,13,22,1,29,32,11,8,8,36,35,42
Region I,Ilocos Norte,Banna (Espiritu),400013,Banna Academy Inc.,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,VALENCIANO (POB.),Private,Non-Sectarian ,School with no Annexes,JHS with SHS,2,10,2,20,36,46,8,34,39,48,7,39,13,13,38,27,43,28,3,37,13,7,3,43,6,36,1,24,40,29,1,20,34,11,40,16,42,50,20,1,46,39,23,41,9,42,46,8,8,19,35,2,38,42,20,3,13,9
Region I,Ilocos Norte,Banna (Espiritu),408143,"Banna Church of Christ Disciples Learning Center, Inc.",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,VALENCIANO (POB.),Private,Non-Sectarian ,School with no Annexes,Purely ES,10,15,32,20,9,34,23,14,30,26,15,17,32,45,47,8,48,3,22,27,37,42,43,44,40,5,8,5,34,11,6,7,4,2,3,22,30,36,44,23,45,8,32,30,33,35,14,28,31,40,4,41,39,1,1,23,26,1
Region I,Ilocos Norte,Burgos,100100,Ablan Community School,ILOCOS NORTE,BURGOS,1st District,ABLAN SARAT,Public,DepED Managed,School with no Annexes,Purely ES,40,7,5,29,2,25,9,6,50,38,21,34,9,14,19,22,6,41,28,26,42,12,9,50,20,11,35,4,12,12,28,15,29,31,6,17,13,3,28,33,12,13,22,19,23,42,36,22,13,22,16,38,2,26,23,28,2,47
Region I,Ilocos Norte,Burgos,100101,Agaga Elementary School,ILOCOS NORTE,BURGOS,1st District,AGAGA,Public,DepED Managed,School with no Annexes,Purely ES,43,40,22,14,38,42,23,43,43,12,18,3,29,5,47,6,20,7,31,17,27,36,29,29,49,30,19,40,50,24,16,25,50,2,21,18,39,6,6,2,16,43,31,24,28,40,18,33,30,26,10,31,18,10,50,12,48,47
Region I,Ilocos Norte,Burgos,100102,Bayog Elementary School,ILOCOS NORTE,BURGOS,1st District,BAYOG,Public,DepED Managed,School with no Annexes,Purely ES,20,18,10,39,43,15,33,29,35,37,26,9,40,40,24,47,3,31,30,14,42,41,42,24,37,45,31,22,18,30,16,6,31,38,4,15,30,44,39,50,19,31,1,32,27,9,14,2,13,16,39,27,24,41,14,36,28,38
Region I,Ilocos Norte,Burgos,100103,BLISS ELEMENTARY SCHOOL,ILOCOS NORTE,BURGOS,1st District,BUDUAN (MALITUEK),Public,DepED Managed,School with no Annexes,Purely ES,18,3,20,32,33,42,46,6,36,35,42,30,36,30,14,10,15,37,29,20,21,34,17,16,31,49,24,48,16,22,46,18,28,2,32,29,48,11,19,42,30,49,36,40,18,4,33,16,43,33,8,1,5,29,27,46,3,3
Region I,Ilocos Norte,Burgos,100104,Bobon Elementary School,ILOCOS NORTE,BURGOS,1st District,BOBON,Public,DepED Managed,School with no Annexes,Purely ES,40,50,1,10,25,20,3,12,32,44,22,36,47,9,46,27,40,28,35,7,23,33,33,9,48,35,12,4,32,1,47,13,26,27,12,45,12,23,23,4,23,40,47,26,49,5,4,41,20,42,49,31,41,34,9,37,10,10
Region I,Ilocos Norte,Burgos,100105,Burgos Central Elementary School,ILOCOS NORTE,BURGOS,1st District,POBLACION,Public,DepED Managed,School with no Annexes,Purely ES,12,6,24,2,43,13,32,39,12,1,12,30,34,31,6,32,28,2,43,36,7,46,45,4,48,26,7,27,19,15,8,12,29,10,22,28,37,25,44,20,32,13,28,30,23,45,8,12,5,45,30,17,22,13,3,43,46,27
Region I,Ilocos Norte,Burgos,100106,Nagsurot Elementary School,ILOCOS NORTE,BURGOS,1st District,NAGSUROT,Public,DepED Managed,School with no Annexes,Purely ES,5,27,40,36,42,13,48,38,41,15,21,11,49,20,4,1,30,1,21,32,6,26,10,35,40,32,31,16,13,20,10,45,41,36,7,40,50,18,1,6,37,46,34,39,11,2,5,13,1,10,22,35,20,15,11,3,19,32
Region I,Ilocos Norte,Burgos,100107,Paayas Elementary School,ILOCOS NORTE,BURGOS,1st District,PAAYAS,Public,DepED Managed,School with no Annexes,Purely ES,16,33,3,38,34,40,31,1,48,34,42,13,9,1,37,22,24,22,48,16,29,20,4,40,42,36,2,33,39,12,33,14,37,6,33,41,26,11,10,17,48,3,29,44,5,44,18,27,46,18,45,50,26,2,45,10,30,24
Region I,Ilocos Norte,Burgos,100108,Saoit-Pagali Elementary School,ILOCOS NORTE,BURGOS,1st District,PAGALI,Public,DepED Managed,School with no Annexes,Purely ES,48,34,34,47,43,18,13,30,49,3,23,16,41,10,11,50,4,8,41,3,18,49,4,1,28,19,22,1,23,43,48,10,29,50,13,15,46,5,41,36,39,9,5,17,46,17,7,49,25,31,7,15,11,10,42,17,4,50
Region I,Ilocos Norte,Burgos,100109,Tanap Elementary School,ILOCOS NORTE,BURGOS,1st District,TANAP,Public,DepED Managed,School with no Annexes,Purely ES,15,6,49,3,13,9,33,11,11,13,30,13,20,18,46,3,49,2,7,9,49,37,36,16,13,22,43,33,38,46,43,45,41,26,18,32,39,6,29,48,45,49,47,14,35,42,21,15,47,30,37,45,30,5,34,30,12,13
Region I,Ilocos Norte,Burgos,300006,Burgos Agro-Industrial School,ILOCOS NORTE,BURGOS,1st District,POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,28,7,43,17,32,47,20,49,16,29,20,9,1,4,20,12,6,7,46,41,26,20,2,22,24,14,11,11,23,23,44,3,21,46,4,37,31,16,48,3,31,45,9,20,22,16,49,44,32,43,48,27,45,26,42,33,27,33
Region I,Ilocos Norte,Currimao,100110,Bimmanga Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,BIMMANGA,Public,DepED Managed,School with no Annexes,Purely ES,47,20,26,26,38,2,30,23,34,2,27,21,30,15,2,25,40,15,3,34,22,13,14,21,33,40,30,50,42,11,18,5,44,8,25,35,47,39,25,4,10,31,10,6,42,23,44,38,37,10,28,46,7,10,2,32,39,15
Region I,Ilocos Norte,Currimao,100111,Comcomloong-Anggapang Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,COMCOMLOONG,Public,DepED Managed,School with no Annexes,Purely ES,30,28,7,26,10,13,7,16,18,5,50,21,49,31,37,19,28,16,5,44,35,9,19,48,17,20,6,40,25,19,2,22,18,41,28,11,9,32,5,23,50,17,41,11,27,31,33,40,44,5,7,31,19,15,31,49,33,12
Region I,Ilocos Norte,Currimao,100112,Doña Josefa E. Marcos Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,POBLACION II,Public,DepED Managed,School with no Annexes,Purely ES,49,13,1,39,23,17,38,17,11,13,40,11,49,15,35,15,35,22,27,6,41,15,33,48,19,6,1,40,42,3,25,17,16,6,33,40,7,39,18,37,40,36,11,24,9,21,29,27,8,40,29,34,9,11,27,39,39,44
Region I,Ilocos Norte,Currimao,100113,Langayan Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,LANG-AYAN-BARAMBAN,Public,DepED Managed,School with no Annexes,Purely ES,13,43,7,5,1,49,32,45,20,3,28,19,9,19,47,35,4,49,24,27,4,33,46,13,1,17,14,39,36,36,20,12,45,14,36,35,38,44,34,40,22,44,39,32,17,22,9,27,39,49,50,26,34,41,18,16,33,22
Region I,Ilocos Norte,Currimao,100114,Maglaoi Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,MAGLAOI CENTRO,Public,DepED Managed,School with no Annexes,Purely ES,2,41,1,15,25,2,40,47,40,30,21,36,44,28,10,44,45,27,18,15,6,5,44,8,12,27,13,44,38,1,27,13,40,47,26,34,1,16,27,25,47,22,1,29,43,8,35,13,18,7,24,6,11,19,50,39,50,34
Region I,Ilocos Norte,Currimao,100115,Paguludan PS,ILOCOS NORTE,CURRIMAO,2nd District,PAGULUDAN-SALINDEG,Public,DepED Managed,School with no Annexes,Purely ES,43,40,42,44,14,48,44,12,5,10,10,42,11,23,4,22,11,4,37,28,33,21,14,3,46,47,50,8,44,4,11,44,32,15,9,16,41,46,15,8,11,21,12,10,33,5,29,16,15,17,11,44,43,34,49,47,14,1
Region I,Ilocos Norte,Currimao,100116,Pangil Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,PANGIL,Public,DepED Managed,School with no Annexes,Purely ES,34,36,34,5,37,36,19,5,34,30,17,8,17,32,17,17,29,18,22,18,30,21,40,17,5,33,10,6,47,9,44,17,20,11,2,6,11,50,47,3,9,24,27,9,1,9,45,33,47,10,44,2,37,9,28,2,33,21
Region I,Ilocos Norte,Currimao,100117,Pias-Gaang Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,PIAS NORTE,Public,DepED Managed,School with no Annexes,Purely ES,41,32,50,3,1,12,8,9,3,28,21,22,34,24,17,43,37,20,34,48,4,22,46,30,46,44,48,45,16,39,30,28,4,36,13,42,4,11,22,13,15,26,11,35,37,14,44,35,50,21,25,47,39,39,2,2,14,4
Region I,Ilocos Norte,Currimao,150012,Wilbur C. Go Elementary School,ILOCOS NORTE,CURRIMAO,2nd District,VICTORIA,Public,DepED Managed,School with no Annexes,Purely ES,35,14,32,1,49,41,35,31,8,7,34,43,12,26,33,2,43,45,8,28,11,31,41,12,24,41,17,29,42,19,21,20,41,39,46,20,26,29,34,45,8,14,36,47,13,7,18,15,32,31,48,9,19,49,27,44,11,38
Region I,Ilocos Norte,Currimao,300013,Wilbur C. Go NHS,ILOCOS NORTE,CURRIMAO,2nd District,POBLACION II,Public,DepED Managed,School with no Annexes,JHS with SHS,14,27,4,9,32,38,17,5,39,23,15,14,3,50,47,15,46,1,41,30,10,4,31,43,30,33,21,36,39,33,26,31,19,9,28,1,26,46,11,35,20,22,40,16,43,18,46,10,49,19,39,10,37,27,20,49,34,27
Region I,Ilocos Norte,Currimao,320805,Currimao NHS,ILOCOS NORTE,CURRIMAO,2nd District,PIAS NORTE,Public,DepED Managed,School with no Annexes,JHS with SHS,38,35,9,32,32,24,27,1,3,28,36,32,47,37,30,1,8,28,46,6,47,8,16,39,20,14,9,27,31,49,22,45,24,46,35,34,50,47,11,6,31,21,45,36,39,4,49,9,31,28,35,43,36,10,5,19,15,28
Region I,Ilocos Norte,Dingras I,100118,Baresbes Elementary School,ILOCOS NORTE,DINGRAS,2nd District,BARESBES,Public,DepED Managed,School with no Annexes,Purely ES,39,6,39,26,50,3,34,20,34,9,22,47,42,24,34,13,19,41,45,3,46,6,4,6,7,25,28,22,8,30,40,40,45,16,23,2,25,29,20,3,46,30,5,35,24,13,18,32,13,20,48,36,27,42,44,9,5,46
Region I,Ilocos Norte,Dingras I,100119,Barong Elementary School,ILOCOS NORTE,DINGRAS,2nd District,BARONG,Public,DepED Managed,School with no Annexes,Purely ES,37,27,36,1,15,36,50,34,27,18,32,45,6,30,27,24,12,26,34,1,9,8,17,16,4,49,1,24,19,41,29,22,25,40,33,24,10,37,16,9,3,46,49,8,47,38,34,47,15,21,30,33,21,18,6,43,17,15
Region I,Ilocos Norte,Dingras I,100120,Dingras Central Elementary School,ILOCOS NORTE,DINGRAS,2nd District,GUERRERO (POB.),Public,DepED Managed,School with no Annexes,Purely ES,21,17,7,11,4,6,15,18,14,41,47,10,24,50,11,11,18,17,14,26,23,37,31,34,5,37,10,14,16,34,25,13,29,18,32,22,26,5,50,36,27,31,1,45,7,39,37,31,17,11,1,9,30,29,11,6,12,37
Region I,Ilocos Norte,Dingras I,100121,Elizabeth-Lanas Elementary School,ILOCOS NORTE,DINGRAS,2nd District,LANAS,Public,DepED Managed,School with no Annexes,Purely ES,50,48,39,35,40,37,38,25,50,9,20,19,49,46,10,24,28,38,34,2,5,2,35,1,16,15,13,27,50,37,28,8,20,21,9,23,39,43,30,28,40,22,21,50,4,10,15,35,8,14,25,7,32,41,39,16,27,3
